,CELL_ID
1720,0607.1137
1721,0607.1138
1722,0607.1145
1723,0607.1146
1724,0607.1147
1725,0607.1148
1726,0607.1149
1727,0607.115
1728,0607.1150
1729,0607.1151
1730,0607.1152
1731,0607.1154
1732,0607.1155
1733,0607.1157
1734,0607.1158
1735,0607.116
1736,0607.1169
1737,0607.117
1738,0607.1170
1739,0607.1172
1740,0607.1176
1741,0607.12
1742,0607.1208
1743,0607.1212
1744,0607.1213
1745,0607.1214
1746,0607.1215
1747,0607.1216
1748,0607.1217
1749,0607.1226
1750,0607.123
1751,0607.1230
1752,0607.1231
1753,0607.1232
1754,0607.1233
1755,0607.1234
1756,0607.1235
1757,0607.1238
1758,0607.1239
1759,0607.124
1760,0607.1241
1761,0607.1243
1762,0607.1259
1763,0607.126
1764,0607.1260
1765,0607.1261
1766,0607.1262
1767,0607.1263
1768,0607.1264
1769,0607.1265
1770,0607.1267
1771,0607.1268
1772,0607.1269
1773,0607.1270
1774,0607.1275
1775,0607.1276
1776,0607.1279
1777,0607.1280
1778,0607.1281
1779,0607.1282
1780,0607.1295
1781,0607.1296
1782,0607.1297
1783,0607.1298
1784,0607.1299
1785,0607.13
1786,0607.1300
1787,0607.1301
1788,0607.1303
1789,0607.1307
1790,0607.1310
1791,0607.1311
1792,0607.1312
1793,0607.1314
1794,0607.1315
1795,0607.1319
1796,0607.1320
1797,0607.1330
1798,0607.1331
1799,0607.1332
1800,0607.1334
1801,0607.1336
1802,0607.1338
1803,0607.1339
1804,0607.1346
1805,0607.1347
1806,0607.1356
1807,0607.1357
1808,0607.1358
1809,0607.1359
1810,0607.1360
1811,0607.1365
1812,0607.1366
1813,0607.1367
1814,0607.1368
1815,0607.1370
1816,0607.1371
1817,0607.1378
1818,0607.1379
1819,0607.138
1820,0607.1382
1821,0607.1383
1822,0607.1385
1823,0607.1386
1824,0607.1387
1825,0607.1388
1826,0607.139
1827,0607.1392
1828,0607.1393
1829,0607.1399
1830,0607.140
1831,0607.1400
1832,0607.1404
1833,0607.1410
1834,0607.1418
1835,0607.142
1836,0607.1420
1837,0607.1421
1838,0607.1422
1839,0607.1423
1840,0607.1424
1841,0607.143
1842,0607.1432
1843,0607.1437
1844,0607.1438
1845,0607.1440
1846,0607.1441
1847,0607.1444
1848,0607.1445
1849,0607.1457
1850,0607.1458
1851,0607.1460
1852,0607.1461
1853,0607.1463
1854,0607.1464
1855,0607.1467
1856,0607.1468
1857,0607.1478
1858,0607.1482
1859,0607.1483
1860,0607.1490
1861,0607.1491
1862,0607.1492
1863,0607.1497
1864,0607.1499
1865,0607.15
1866,0607.1501
1867,0607.1505
1868,0607.1510
1869,0607.1515
1870,0607.1516
1871,0607.1517
1872,0607.1518
1873,0607.1519
1874,0607.1524
1875,0607.1525
1876,0607.1527
1877,0607.1528
1878,0607.1539
1879,0607.1540
1880,0607.1541
1881,0607.1542
1882,0607.1543
1883,0607.1544
1884,0607.1545
1885,0607.1547
1886,0607.1548
1887,0607.1549
1888,0607.1550
1889,0607.1551
1890,0607.1552
1891,0607.1553
1892,0607.1554
1893,0607.1557
1894,0607.1558
1895,0607.1559
1896,0607.1560
1897,0607.1561
1898,0607.1562
1899,0607.1563
1900,0607.1564
1901,0607.1567
1902,0607.1568
1903,0607.159
1904,0607.1592
1905,0607.1595
1906,0607.16
1907,0607.160
1908,0607.1601
1909,0607.1603
1910,0607.1604
1911,0607.1606
1912,0607.1607
1913,0607.1608
1914,0607.161
1915,0607.1612
1916,0607.1613
1917,0607.162
1918,0607.1621
1919,0607.1622
1920,0607.1623
1921,0607.1624
1922,0607.1625
1923,0607.1626
1924,0607.1629
1925,0607.163
1926,0607.1630
1927,0607.1631
1928,0607.1634
1929,0607.1636
1930,0607.164
1931,0607.1645
1932,0607.1657
1933,0607.1659
1934,0607.1660
1935,0607.1661
1936,0607.1663
1937,0607.1664
1938,0607.1668
1939,0607.1669
1940,0607.1670
1941,0607.1671
1942,0607.1679
1943,0607.1681
1944,0607.1682
1945,0607.1683
1946,0607.1684
1947,0607.1685
1948,0607.1686
1949,0607.1689
1950,0607.169
1951,0607.1691
1952,0607.1693
1953,0607.17
1954,0607.170
1955,0607.1700
1956,0607.1712
1957,0607.1721
1958,0607.1726
1959,0607.1727
1960,0607.1728
1961,0607.1729
1962,0607.173
1963,0607.1737
1964,0607.1738
1965,0607.1744
1966,0607.1750
1967,0607.1751
1968,0607.1752
1969,0607.1754
1970,0607.1755
1971,0607.1767
1972,0607.1768
1973,0607.1770
1974,0607.1771
1975,0607.18
1976,0607.1845
1977,0607.1846
1978,0607.1851
1979,0607.1873
1980,0607.1874
1981,0607.1875
1982,0607.1876
1983,0607.1877
1984,0607.1878
1985,0607.1879
1986,0607.1881
1987,0607.1884
1988,0607.1886
1989,0607.1914
1990,0607.1915
1991,0607.1925
1992,0607.1926
1993,0607.1932
1994,0607.195
1995,0607.1950
1996,0607.1952
1997,0607.1953
1998,0607.1954
1999,0607.1955
2000,0607.1956
2001,0607.1957
2002,0607.1959
2003,0607.1962
2004,0607.1963
2005,0607.197
2006,0607.1979
2007,0607.198
2008,0607.1983
2009,0607.1985
2010,0607.1986
2011,0607.20
2012,0607.200
2013,0607.2005
2014,0607.2007
2015,0607.201
2016,0607.202
2017,0607.2026
2018,0607.2027
2019,0607.203
2020,0607.2034
2021,0607.2036
2022,0607.2037
2023,0607.2038
2024,0607.2039
2025,0607.204
2026,0607.2040
2027,0607.2044
2028,0607.2055
2029,0607.2056
2030,0607.2057
2031,0607.206
2032,0607.2063
2033,0607.207
2034,0607.2070
2035,0607.2075
2036,0607.2076
2037,0607.2078
2038,0607.2079
2039,0607.208
2040,0607.2083
2041,0607.2084
2042,0607.2086
2043,0607.2087
2044,0607.2088
2045,0607.2089
2046,0607.21
2047,0607.2111
2048,0607.2118
2049,0607.2119
2050,0607.2121
2051,0607.2123
2052,0607.2141
2053,0607.2167
2054,0607.2170
2055,0607.2176
2056,0607.2186
2057,0607.219
2058,0607.2190
2059,0607.2193
2060,0607.2196
2061,0607.2197
2062,0607.22
2063,0607.220
2064,0607.2208
2065,0607.2217
2066,0607.2220
2067,0607.2226
2068,0607.2229
2069,0607.2239
2070,0607.2240
2071,0607.2241
2072,0607.2244
2073,0607.2245
2074,0607.225
2075,0607.2255
2076,0607.2272
2077,0607.2279
2078,0607.23
2079,0607.234
2080,0607.236
2081,0607.2373
2082,0607.2374
2083,0607.2376
2084,0607.2383
2085,0607.2384
2086,0607.2389
2087,0607.2393
2088,0607.2394
2089,0607.24
2090,0607.2401
2091,0607.2402
2092,0607.2404
2093,0607.2419
2094,0607.2420
2095,0607.2426
2096,0607.2428
2097,0607.2437
2098,0607.2441
2099,0607.2443
2100,0607.2444
2101,0607.2445
2102,0607.245
2103,0607.2451
2104,0607.2464
2105,0607.2466
2106,0607.2480
2107,0607.2484
2108,0607.2485
2109,0607.2486
2110,0607.249
2111,0607.2510
2112,0607.2515
2113,0607.2525
2114,0607.2537
2115,0607.2538
2116,0607.2543
2117,0607.2544
2118,0607.2547
2119,0607.2553
2120,0607.2561
2121,0607.2566
2122,0607.2568
2123,0607.2574
2124,0607.2575
2125,0607.2576
2126,0607.2578
2127,0607.2579
2128,0607.2590
2129,0607.2599
2130,0607.2600
2131,0607.2601
2132,0607.2606
2133,0607.2616
2134,0607.2622
2135,0607.2623
2136,0607.2629
2137,0607.2630
2138,0607.2633
2139,0607.2647
2140,0607.2649
2141,0607.2651
2142,0607.2657
2143,0607.2658
2144,0607.2664
2145,0607.2674
2146,0607.2678
2147,0607.2685
2148,0607.2686
2149,0607.2691
2150,0607.2701
2151,0607.2705
2152,0607.2706
2153,0607.2718
2154,0607.2719
2155,0607.2725
2156,0607.2742
2157,0607.2757
2158,0607.2785
2159,0607.2797
2160,0607.2798
2161,0607.281
2162,0607.2810
2163,0607.2815
2164,0607.282
2165,0607.2821
2166,0607.2837
2167,0607.2855
2168,0607.2887
2169,0607.2915
2170,0607.292
2171,0607.2928
2172,0607.2937
2173,0607.294
2174,0607.2952
2175,0607.2955
2176,0607.296
2177,0607.297
2178,0607.2970
2179,0607.2977
2180,0607.298
2181,0607.299
2182,0607.3
2183,0607.300
2184,0607.3002
2185,0607.301
2186,0607.3019
2187,0607.3026
2188,0607.306
2189,0607.3069
2190,0607.307
2191,0607.3074
2192,0607.308
2193,0607.320
2194,0607.321
2195,0607.3215
2196,0607.322
2197,0607.323
2198,0607.324
2199,0607.327
2200,0607.332
2201,0607.334
2202,0607.335
2203,0607.337
2204,0607.338
2205,0607.339
2206,0607.341
2207,0607.344
2208,0607.345
2209,0607.349
2210,0607.350
2211,0607.365
2212,0607.366
2213,0607.372
2214,0607.373
2215,0607.374
2216,0607.375
2217,0607.376
2218,0607.377
2219,0607.378
2220,0607.379
2221,0607.382
2222,0607.39
2223,0607.40
2224,0607.41
2225,0607.418
2226,0607.419
2227,0607.421
2228,0607.422
2229,0607.423
2230,0607.424
2231,0607.425
2232,0607.426
2233,0607.427
2234,0607.428
2235,0607.429
2236,0607.431
2237,0607.440
2238,0607.441
2239,0607.453
2240,0607.454
2241,0607.455
2242,0607.456
2243,0607.459
2244,0607.460
2245,0607.463
2246,0607.464
2247,0607.465
2248,0607.466
2249,0607.474
2250,0607.475
2251,0607.476
2252,0607.490
2253,0607.495
2254,0607.498
2255,0607.499
2256,0607.500
2257,0607.51
2258,0607.510
2259,0607.52
2260,0607.526
2261,0607.527
2262,0607.528
2263,0607.53
2264,0607.532
2265,0607.535
2266,0607.536
2267,0607.54
2268,0607.541
2269,0607.542
2270,0607.55
2271,0607.552
2272,0607.553
2273,0607.554
2274,0607.558
2275,0607.559
2276,0607.56
2277,0607.560
2278,0607.561
2279,0607.562
2280,0607.563
2281,0607.566
2282,0607.568
2283,0607.57
2284,0607.570
2285,0607.571
2286,0607.58
2287,0607.582
2288,0607.583
2289,0607.584
2290,0607.586
2291,0607.587
2292,0607.589
2293,0607.59
2294,0607.591
2295,0607.592
2296,0607.593
2297,0607.595
2298,0607.60
2299,0607.604
2300,0607.605
2301,0607.61
2302,0607.614
2303,0607.615
2304,0607.616
2305,0607.617
2306,0607.62
2307,0607.620
2308,0607.622
2309,0607.623
2310,0607.625
2311,0607.626
2312,0607.627
2313,0607.628
2314,0607.629
2315,0607.630
2316,0607.631
2317,0607.632
2318,0607.633
2319,0607.634
2320,0607.635
2321,0607.656
2322,0607.667
2323,0607.668
2324,0607.674
2325,0607.685
2326,0607.686
2327,0607.687
2328,0607.688
2329,0607.689
2330,0607.690
2331,0607.691
2332,0607.692
2333,0607.693
2334,0607.694
2335,0607.695
2336,0607.696
2337,0607.697
2338,0607.698
2339,0607.716
2340,0607.719
2341,0607.720
2342,0607.739
2343,0607.740
2344,0607.741
2345,0607.742
2346,0607.744
2347,0607.745
2348,0607.746
2349,0607.757
2350,0607.758
2351,0607.759
2352,0607.762
2353,0607.763
2354,0607.773
2355,0607.774
2356,0607.776
2357,0607.777
2358,0607.778
2359,0607.779
2360,0607.780
2361,0607.783
2362,0607.784
2363,0607.785
2364,0607.79
2365,0607.8
2366,0607.80
2367,0607.812
2368,0607.818
2369,0607.819
2370,0607.820
2371,0607.821
2372,0607.824
2373,0607.826
2374,0607.827
2375,0607.835
2376,0607.836
2377,0607.838
2378,0607.846
2379,0607.847
2380,0607.848
2381,0607.849
2382,0607.850
2383,0607.851
2384,0607.854
2385,0607.855
2386,0607.856
2387,0607.857
2388,0607.858
2389,0607.860
2390,0607.861
2391,0607.875
2392,0607.880
2393,0607.881
2394,0607.884
2395,0607.885
2396,0607.89
2397,0607.900
2398,0607.901
2399,0607.902
2400,0607.910
2401,0607.911
2402,0607.912
2403,0607.913
2404,0607.914
2405,0607.915
2406,0607.916
2407,0607.917
2408,0607.918
2409,0607.919
2410,0607.920
2411,0607.921
2412,0607.922
2413,0607.923
2414,0607.924
2415,0607.925
2416,0607.926
2417,0607.927
2418,0607.928
2419,0607.93
2420,0607.931
2421,0607.932
2422,0607.935
2423,0607.936
2424,0607.937
2425,0607.938
2426,0607.94
2427,0607.965
2428,0607.966
2429,0607.967
2430,0607.968
2431,0607.971
2432,0607.982
2433,0607.983
2434,0607.987
2435,0607.988
2436,0607.989
2437,0607.99
2438,0607.993
2439,0607.999
2440,0608.100
2441,0608.101
2442,0608.1013
2443,0608.1018
2444,0608.1021
2445,0608.1028
2446,0608.1032
2447,0608.1033
2448,0608.1042
2449,0608.1045
2450,0608.1049
2451,0608.1055
2452,0608.1059
2453,0608.1060
2454,0608.1069
2455,0608.1071
2456,0608.1077
2457,0608.1089
2458,0608.1092
2459,0608.1093
2460,0608.1111
2461,0608.1112
2462,0608.1116
2463,0608.1123
2464,0608.1129
2465,0608.1130
2466,0608.1137
2467,0608.1142
2468,0608.1147
2469,0608.1148
2470,0608.1155
2471,0608.1156
2472,0608.1158
2473,0608.1159
2474,0608.1160
2475,0608.1168
2476,0608.1170
2477,0608.1175
2478,0608.1176
2479,0608.1177
2480,0608.1182
2481,0608.1184
2482,0608.1195
2483,0608.1202
2484,0608.1204
2485,0608.1211
2486,0608.1215
2487,0608.1217
2488,0608.1222
2489,0608.1223
2490,0608.1228
2491,0608.1229
2492,0608.123
2493,0608.1235
2494,0608.1236
2495,0608.124
2496,0608.1249
2497,0608.125
2498,0608.1250
2499,0608.1251
2500,0608.126
2501,0608.127
2502,0608.1271
2503,0608.1284
2504,0608.1289
2505,0608.1294
2506,0608.1301
2507,0608.1304
2508,0608.1305
2509,0608.1306
2510,0608.131
2511,0608.1310
2512,0608.1312
2513,0608.1314
2514,0608.1317
2515,0608.1318
2516,0608.132
2517,0608.1321
2518,0608.1322
2519,0608.1329
2520,0608.133
2521,0608.134
2522,0608.1346
2523,0608.135
2524,0608.1368
2525,0608.1375
2526,0608.1382
2527,0608.1397
2528,0608.1403
2529,0608.1409
2530,0608.1416
2531,0608.1421
2532,0608.1428
2533,0608.1432
2534,0608.1457
2535,0608.1460
2536,0608.1461
2537,0608.1470
2538,0608.1485
2539,0608.1552
2540,0608.171
2541,0608.172
2542,0608.173
2543,0608.174
2544,0608.177
2545,0608.178
2546,0608.179
2547,0608.180
2548,0608.184
2549,0608.191
2550,0608.203
2551,0608.204
2552,0608.205
2553,0608.206
2554,0608.209
2555,0608.210
2556,0608.211
2557,0608.217
2558,0608.219
2559,0608.220
2560,0608.221
2561,0608.222
2562,0608.225
2563,0608.226
2564,0608.24
2565,0608.245
2566,0608.25
2567,0608.254
2568,0608.256
2569,0608.257
2570,0608.259
2571,0608.26
2572,0608.260
2573,0608.261
2574,0608.262
2575,0608.263
2576,0608.264
2577,0608.265
2578,0608.266
2579,0608.267
2580,0608.268
2581,0608.269
2582,0608.274
2583,0608.275
2584,0608.276
2585,0608.277
2586,0608.28
2587,0608.282
2588,0608.283
2589,0608.291
2590,0608.297
2591,0608.298
2592,0608.299
2593,0608.30
2594,0608.300
2595,0608.301
2596,0608.302
2597,0608.303
2598,0608.304
2599,0608.306
2600,0608.307
2601,0608.31
2602,0608.310
2603,0608.311
2604,0608.314
2605,0608.319
2606,0608.32
2607,0608.320
2608,0608.33
2609,0608.334
2610,0608.337
2611,0608.350
2612,0608.351
2613,0608.352
2614,0608.353
2615,0608.354
2616,0608.363
2617,0608.366
2618,0608.373
2619,0608.374
2620,0608.392
2621,0608.393
2622,0608.394
2623,0608.395
2624,0608.396
2625,0608.398
2626,0608.399
2627,0608.400
2628,0608.401
2629,0608.402
2630,0608.403
2631,0608.404
2632,0608.418
2633,0608.42
2634,0608.422
2635,0608.426
2636,0608.427
2637,0608.428
2638,0608.429
2639,0608.43
2640,0608.430
2641,0608.431
2642,0608.432
2643,0608.433
2644,0608.434
2645,0608.435
2646,0608.436
2647,0608.437
2648,0608.438
2649,0608.439
2650,0608.445
2651,0608.45
2652,0608.457
2653,0608.458
2654,0608.459
2655,0608.460
2656,0608.463
2657,0608.465
2658,0608.466
2659,0608.48
2660,0608.485
2661,0608.49
2662,0608.492
2663,0608.494
2664,0608.495
2665,0608.497
2666,0608.498
2667,0608.499
2668,0608.500
2669,0608.501
2670,0608.504
2671,0608.505
2672,0608.510
2673,0608.532
2674,0608.533
2675,0608.534
2676,0608.535
2677,0608.536
2678,0608.537
2679,0608.538
2680,0608.539
2681,0608.541
2682,0608.542
2683,0608.543
2684,0608.544
2685,0608.545
2686,0608.562
2687,0608.563
2688,0608.564
2689,0608.565
2690,0608.569
2691,0608.57
2692,0608.570
2693,0608.573
2694,0608.585
2695,0608.586
2696,0608.587
2697,0608.59
2698,0608.591
2699,0608.593
2700,0608.601
2701,0608.603
2702,0608.604
2703,0608.61
2704,0608.610
2705,0608.611
2706,0608.612
2707,0608.615
2708,0608.616
2709,0608.629
2710,0608.63
2711,0608.630
2712,0608.634
2713,0608.635
2714,0608.636
2715,0608.637
2716,0608.638
2717,0608.639
2718,0608.64
2719,0608.640
2720,0608.642
2721,0608.644
2722,0608.645
2723,0608.646
2724,0608.647
2725,0608.65
2726,0608.664
2727,0608.668
2728,0608.669
2729,0608.670
2730,0608.671
2731,0608.679
2732,0608.680
2733,0608.688
2734,0608.689
2735,0608.690
2736,0608.691
2737,0608.692
2738,0608.695
2739,0608.696
2740,0608.70
2741,0608.703
2742,0608.704
2743,0608.705
2744,0608.708
2745,0608.71
2746,0608.713
2747,0608.717
2748,0608.731
2749,0608.732
2750,0608.733
2751,0608.734
2752,0608.735
2753,0608.736
2754,0608.747
2755,0608.748
2756,0608.750
2757,0608.751
2758,0608.752
2759,0608.753
2760,0608.754
2761,0608.755
2762,0608.756
2763,0608.757
2764,0608.758
2765,0608.782
2766,0608.784
2767,0608.787
2768,0608.794
2769,0608.795
2770,0608.797
2771,0608.798
2772,0608.799
2773,0608.801
2774,0608.802
2775,0608.803
2776,0608.804
2777,0608.805
2778,0608.814
2779,0608.815
2780,0608.816
2781,0608.828
2782,0608.829
2783,0608.831
2784,0608.832
2785,0608.833
2786,0608.834
2787,0608.835
2788,0608.836
2789,0608.837
2790,0608.838
2791,0608.839
2792,0608.848
2793,0608.854
2794,0608.858
2795,0608.865
2796,0608.866
2797,0608.867
2798,0608.868
2799,0608.869
2800,0608.878
2801,0608.89
2802,0608.90
2803,0608.906
2804,0608.91
2805,0608.911
2806,0608.913
2807,0608.914
2808,0608.916
2809,0608.917
2810,0608.918
2811,0608.919
2812,0608.92
2813,0608.920
2814,0608.93
2815,0608.94
2816,0608.944
2817,0608.946
2818,0608.947
2819,0608.948
2820,0608.949
2821,0608.95
2822,0608.950
2823,0608.951
2824,0608.952
2825,0608.953
2826,0608.955
2827,0608.956
2828,0608.96
2829,0608.964
2830,0608.97
2831,0608.970
2832,0608.971
2833,0608.98
2834,0608.985
2835,0608.989
2836,0608.99
2837,0609.1002
2838,0609.1003
2839,0609.1004
2840,0609.1005
2841,0609.1007
2842,0609.1008
2843,0609.1009
2844,0609.1010
2845,0609.1011
2846,0609.1013
2847,0609.1015
2848,0609.1023
2849,0609.1024
2850,0609.1025
2851,0609.1038
2852,0609.1039
2853,0609.1040
2854,0609.1041
2855,0609.1042
2856,0609.1043
2857,0609.1045
2858,0609.1046
2859,0609.1051
2860,0609.1052
2861,0609.1060
2862,0609.1061
2863,0609.1062
2864,0609.1063
2865,0609.1064
2866,0609.1065
2867,0609.1066
2868,0609.1067
2869,0609.1068
2870,0609.1069
2871,0609.107
2872,0609.1071
2873,0609.1076
2874,0609.1078
2875,0609.108
2876,0609.1080
2877,0609.1088
2878,0609.1089
2879,0609.109
2880,0609.11
2881,0609.110
2882,0609.1101
2883,0609.1103
2884,0609.1104
2885,0609.1107
2886,0609.1108
2887,0609.1109
2888,0609.111
2889,0609.1110
2890,0609.1111
2891,0609.1113
2892,0609.1118
2893,0609.1119
2894,0609.112
2895,0609.1120
2896,0609.1121
2897,0609.1126
2898,0609.1127
2899,0609.113
2900,0609.114
2901,0609.1144
2902,0609.1145
2903,0609.1146
2904,0609.1147
2905,0609.1148
2906,0609.1149
2907,0609.115
2908,0609.1156
2909,0609.116
2910,0609.1164
2911,0609.117
2912,0609.1171
2913,0609.1176
2914,0609.1180
2915,0609.1181
2916,0609.1185
2917,0609.119
2918,0609.1190
2919,0609.1199
2920,0609.120
2921,0609.1203
2922,0609.1206
2923,0609.1207
2924,0609.1208
2925,0609.121
2926,0609.1214
2927,0609.1215
2928,0609.124
2929,0609.1240
2930,0609.1247
2931,0609.1248
2932,0609.1249
2933,0609.125
2934,0609.1250
2935,0609.1251
2936,0609.1252
2937,0609.1253
2938,0609.1254
2939,0609.1255
2940,0609.1258
2941,0609.1259
2942,0609.126
2943,0609.1260
2944,0609.1261
2945,0609.1267
2946,0609.127
2947,0609.1270
2948,0609.1271
2949,0609.128
2950,0609.1285
2951,0609.1286
2952,0609.1287
2953,0609.1288
2954,0609.1289
2955,0609.1290
2956,0609.1291
2957,0609.1292
2958,0609.1293
2959,0609.1294
2960,0609.1296
2961,0609.1298
2962,0609.13
2963,0609.130
2964,0609.131
2965,0609.1311
2966,0609.1316
2967,0609.1318
2968,0609.1319
2969,0609.1320
2970,0609.1322
2971,0609.133
2972,0609.1345
2973,0609.1346
2974,0609.1347
2975,0609.1348
2976,0609.1354
2977,0609.1355
2978,0609.1356
2979,0609.1357
2980,0609.1358
2981,0609.1359
2982,0609.1360
2983,0609.1362
2984,0609.1363
2985,0609.1364
2986,0609.1365
2987,0609.1366
2988,0609.1367
2989,0609.1369
2990,0609.1377
2991,0609.1379
2992,0609.1380
2993,0609.1381
2994,0609.1382
2995,0609.1397
2996,0609.1398
2997,0609.1399
2998,0609.1400
2999,0609.1401
3000,0609.1402
3001,0609.1403
3002,0609.1404
3003,0609.1405
3004,0609.1406
3005,0609.1407
3006,0609.1408
3007,0609.1409
3008,0609.1427
3009,0609.1428
3010,0609.1430
3011,0609.1431
3012,0609.1432
3013,0609.1437
3014,0609.1438
3015,0609.1439
3016,0609.1440
3017,0609.1464
3018,0609.1466
3019,0609.1467
3020,0609.1468
3021,0609.1469
3022,0609.1470
3023,0609.1480
3024,0609.1481
3025,0609.1482
3026,0609.1483
3027,0609.1484
3028,0609.1485
3029,0609.1486
3030,0609.1487
3031,0609.1488
3032,0609.1489
3033,0609.1490
3034,0609.1492
3035,0609.1503
3036,0609.1506
3037,0609.1507
3038,0609.1514
3039,0609.1523
3040,0609.1531
3041,0609.1534
3042,0609.1535
3043,0609.1536
3044,0609.154
3045,0609.155
3046,0609.1554
3047,0609.1555
3048,0609.1556
3049,0609.1557
3050,0609.156
3051,0609.1574
3052,0609.1578
3053,0609.1579
3054,0609.158
3055,0609.1580
3056,0609.1583
3057,0609.1584
3058,0609.1585
3059,0609.1586
3060,0609.1587
3061,0609.1588
3062,0609.1589
3063,0609.1592
3064,0609.160
3065,0609.1601
3066,0609.1602
3067,0609.1603
3068,0609.1604
3069,0609.1605
3070,0609.1606
3071,0609.1608
3072,0609.1609
3073,0609.161
3074,0609.1610
3075,0609.1620
3076,0609.1621
3077,0609.1622
3078,0609.1623
3079,0609.1624
3080,0609.1628
3081,0609.1630
3082,0609.1631
3083,0609.1640
3084,0609.1641
3085,0609.1643
3086,0609.1648
3087,0609.1649
3088,0609.1656
3089,0609.1657
3090,0609.166
3091,0609.1671
3092,0609.1672
3093,0609.1673
3094,0609.1674
3095,0609.1675
3096,0609.1694
3097,0609.1695
3098,0609.1696
3099,0609.170
3100,0609.1707
3101,0609.1712
3102,0609.1717
3103,0609.1718
3104,0609.1719
3105,0609.172
3106,0609.1720
3107,0609.1721
3108,0609.1722
3109,0609.173
3110,0609.1734
3111,0609.1739
3112,0609.174
3113,0609.1740
3114,0609.1742
3115,0609.1744
3116,0609.175
3117,0609.1751
3118,0609.1753
3119,0609.1756
3120,0609.176
3121,0609.1763
3122,0609.1764
3123,0609.1765
3124,0609.177
3125,0609.1772
3126,0609.1785
3127,0609.1786
3128,0609.1787
3129,0609.1797
3130,0609.1798
3131,0609.1799
3132,0609.1800
3133,0609.1801
3134,0609.1802
3135,0609.1808
3136,0609.182
3137,0609.1820
3138,0609.1821
3139,0609.1822
3140,0609.1823
3141,0609.1833
3142,0609.1834
3143,0609.1836
3144,0609.1837
3145,0609.1838
3146,0609.1839
3147,0609.1840
3148,0609.1841
3149,0609.1842
3150,0609.1846
3151,0609.1860
3152,0609.1868
3153,0609.1869
3154,0609.1871
3155,0609.1872
3156,0609.1873
3157,0609.1874
3158,0609.1875
3159,0609.1876
3160,0609.1887
3161,0609.1888
3162,0609.1889
3163,0609.1891
3164,0609.1892
3165,0609.1893
3166,0609.1896
3167,0609.1897
3168,0609.1898
3169,0609.1899
3170,0609.1900
3171,0609.1901
3172,0609.1930
3173,0609.1935
3174,0609.1936
3175,0609.194
3176,0609.1943
3177,0609.1944
3178,0609.1946
3179,0609.1947
3180,0609.1949
3181,0609.195
3182,0609.1950
3183,0609.1951
3184,0609.1962
3185,0609.1968
3186,0609.1972
3187,0609.1974
3188,0609.1975
3189,0609.1998
3190,0609.1999
3191,0609.2
3192,0609.2000
3193,0609.2001
3194,0609.2002
3195,0609.2012
3196,0609.2013
3197,0609.2014
3198,0609.2018
3199,0609.2022
3200,0609.2023
3201,0609.2030
3202,0609.2031
3203,0609.2037
3204,0609.2039
3205,0609.2040
3206,0609.2047
3207,0609.205
3208,0609.2053
3209,0609.206
3210,0609.207
3211,0609.208
3212,0609.209
3213,0609.210
3214,0609.211
3215,0609.2113
3216,0609.2114
3217,0609.2115
3218,0609.2117
3219,0609.2118
3220,0609.2119
3221,0609.212
3222,0609.2121
3223,0609.2122
3224,0609.2123
3225,0609.2124
3226,0609.213
3227,0609.214
3228,0609.2140
3229,0609.2142
3230,0609.2148
3231,0609.216
3232,0609.2167
3233,0609.217
3234,0609.2175
3235,0609.218
3236,0609.2207
3237,0609.2218
3238,0609.222
3239,0609.2250
3240,0609.2256
3241,0609.2259
3242,0609.2260
3243,0609.2267
3244,0609.2270
3245,0609.2272
3246,0609.2275
3247,0609.2276
3248,0609.2277
3249,0609.2287
3250,0609.2308
3251,0609.2313
3252,0609.2314
3253,0609.2317
3254,0609.2318
3255,0609.2319
3256,0609.2321
3257,0609.2322
3258,0609.2323
3259,0609.2324
3260,0609.2326
3261,0609.2327
3262,0609.2328
3263,0609.2333
3264,0609.2336
3265,0609.2337
3266,0609.2338
3267,0609.2339
3268,0609.2340
3269,0609.2341
3270,0609.2342
3271,0609.2343
3272,0609.2344
3273,0609.2345
3274,0609.235
3275,0609.2363
3276,0609.2364
3277,0609.2368
3278,0609.2369
3279,0609.2370
3280,0609.2371
3281,0609.2372
3282,0609.2375
3283,0609.2376
3284,0609.2390
3285,0609.2396
3286,0609.24
3287,0609.2416
3288,0609.242
3289,0609.243
3290,0609.2433
3291,0609.2434
3292,0609.2436
3293,0609.2437
3294,0609.2439
3295,0609.244
3296,0609.2440
3297,0609.245
3298,0609.2450
3299,0609.2451
3300,0609.2452
3301,0609.246
3302,0609.2462
3303,0609.2464
3304,0609.2465
3305,0609.2468
3306,0609.2470
3307,0609.2471
3308,0609.2473
3309,0609.2474
3310,0609.2483
3311,0609.2484
3312,0609.2485
3313,0609.2486
3314,0609.2489
3315,0609.25
3316,0609.2506
3317,0609.2508
3318,0609.2509
3319,0609.251
3320,0609.2513
3321,0609.2515
3322,0609.2519
3323,0609.252
3324,0609.2521
3325,0609.2522
3326,0609.2523
3327,0609.2527
3328,0609.253
3329,0609.2533
3330,0609.2536
3331,0609.254
3332,0609.2541
3333,0609.2545
3334,0609.2551
3335,0609.2558
3336,0609.2563
3337,0609.2568
3338,0609.2576
3339,0609.2577
3340,0609.2578
3341,0609.2579
3342,0609.2581
3343,0609.2596
3344,0609.2597
3345,0609.2598
3346,0609.26
3347,0609.2600
3348,0609.2601
3349,0609.2603
3350,0609.2604
